sentence,label
"inhabit that special annex of hell where adults behave like kids ,",0
throws you for a loop,0
disappointed,0
awry,0
a one-of-a-kind tour de force,1
this is an action movie with an action icon who 's been all but decommissioned .,0
moderately successful but,1
like a surgeon mends a broken heart ; very meticulously but without any passion,0
( and probably should have,0
"the film boasts at least a few good ideas and features some decent performances , but",1
"did , with a serious minded patience , respect and affection",1
give you a few laughs,1
"its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case",1
sentimental ooze,0
clumsy,0
unsatisfying ending,0
of the stand-up comic,1
the plot grinds itself out in increasingly incoherent fashion,0
a real movie,1
fall apart,0
maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in,1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ,",1
make j.k. rowling 's marvelous series,1
a direct hit,1
a big meal of cliches that the talented cast generally chokes on .,0
be sensational,1
becomes predictably conventional,0
"it 's a square , sentimental drama that satisfies , as comfort food often can .",1
the great minds of our times,1
elicits strong performances,1
"not only does spider-man deliver , but i suspect it might deliver again and again .",1
of education,1
"one thing 's for sure -- if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head",0
uplifting and,1
this is cinema,1
"maryam is a small film , but it offers large rewards .",1
her inventive director,1
the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ),0
"as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia ,",1
-- if predictable --,0
of cuban leader fidel castro,0
an ironically killer soundtrack,1
-- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out --,0
does an established filmmaker so ardently waste viewers ' time with a gobbler like this,0
world cinema 's most wondrously gifted artists,1
go over the top and movies that do n't care about being stupid,0
possibilities,1
no laughs .,0
salute just for trying to be more complex than your average film .,1
technically sophisticated in the worst way,0
sinks into by-the-numbers territory,0
the hypnotic imagery and fragmentary tale,1
clumsily,0
a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs .,0
"a remarkably cohesive whole ,",1
'll cheer .,1
"is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams",1
rock-solid,1
"assured , vital",1
the ethereal beauty,1
other than fling gags at it,0
"dealing with dreams , visions or being told what actually happened as if it were the third ending of clue",0
makes the banger sisters a fascinating character study with laughs,1
an extreme action-packed film,1
in which this fascinating -- and timely -- content comes wrapped,1
a good idea that was followed by the bad idea to turn it into a movie,0
this remake of lina wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and,0
"transcend its genre with a curiously stylized , quasi-shakespearean portrait of pure misogynist evil",1
with square conviction,1
satisfyingly unsettling ride,1
epic scope,1
"its courage , ideas , technical proficiency and",1
is that the movie has no idea of it is serious or not,0
of honest poetry,1
fashioning an engrossing entertainment out,1
"the national lampoon film franchise ,",1
"is a finely written , superbly acted offbeat thriller",1
"scherfig , who has had a successful career in tv , tackles more than she can handle .",0
( at least ) moore is a real charmer .,1
"'s the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming",1
to imagine acting that could be any flatter,0
do n't get paid enough to sit through crap like this,0
effort to share his impressions of life and loss and time and art with us,1
admission for the ridicule factor,0
film about growing up that we do n't see often enough these days,1
has something fascinating,1
a casual intelligence that permeates the script,1
"the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .",0
exaggerated and broad,0
well-made,1
retaining an integrity and refusing to compromise his vision,1
from a philosophical emptiness and maddeningly sedate pacing,0
"is also as unoriginal as they come , already having been recycled more times than i 'd care to count .",0
"intelligent ,",1
"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression",1
the empty stud knockabout of equilibrium,0
the most consistently funny of the austin powers films .,1
a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .,0
i enjoyed barbershop,1
", but he appears miserable throughout as he swaggers through his scenes .",0
huppert 's show to steal,1
flavorful performances,1
work in the same vein as the brilliance of animal house,1
it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .,0
the most excruciating 86 minutes one,0
bleak,0
the recording sessions,1
creepy and believable,1
funny and light,1
"it 's not like having a real film of nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",1
too burdened by the actor,0
intriguing and alluring premise,1
`` project greenlight '' winner,1
", it 's the very definition of epic adventure .",1
